wavelength_nm,relative_power
590,0.00010457745626315021
591,7.685054729219729e-05
592,5.61881110649792e-05
593,4.0872431668187006e-05
594,2.958047185360552e-05
595,2.129944538520448e-05
596,1.5258789062500007e-05
597,1.0875780163565888e-05
598,7.712396488273452e-06
599,5.441352393993309e-06
600,3.819556458214319e-06
601,2.667519431780332e-06
602,1.8534924715412435e-06
603,1.2813348480493237e-06
604,8.81298489348365e-07
605,6.030759233098858e-07
606,4.1059110047710146e-07
607,2.7812219609644865e-07
608,1.874348507969361e-07
609,1.2567636658803587e-07
610,8.38388793612719e-08
611,5.564496705460296e-08
612,3.674471568108591e-08
613,2.4140845115645555e-08
614,1.577969573179747e-08
615,1.026203181091301e-08
616,6.63982548742571e-09
617,4.274334935148415e-09
618,2.7375938226945784e-09
619,1.7444480911840399e-09
620,1.1059504411552754e-09
621,6.975925891590215e-10
622,4.3778071577575215e-10
623,2.733379748720807e-10
624,1.697977357474036e-10
625,1.0494273862172603e-10
626,6.452997087518637e-11
627,3.947836166948038e-11
628,2.4029534093474304e-11
629,1.455191522836691e-11
630,8.767656739554924e-12
631,5.255759665221022e-12
632,3.1345560028401263e-12
633,1.8599666020642e-12
634,1.098051817827553e-12
635,6.44954535542672e-13
636,3.7689809632207424e-13
637,2.1913278749571063e-13
638,1.267591619702933e-13
639,7.295245848227541e-14
640,4.1772366679299685e-14
641,2.3797251903031633e-14
642,1.3488172475469801e-14
643,7.606204371746215e-15
644,4.267479530575815e-15
645,2.3821191458305142e-15
646,1.3229520068157548e-15
647,7.309930971246942e-16
648,4.0185653851403644e-16
649,2.1979478249169908e-16
650,1.1960581520593426e-16
651,6.475536993156416e-17
652,3.4880914184974126e-17
653,1.8693408881575273e-17
654,9.967304562148109e-18
655,5.28756268347123e-18
656,2.7907562481415296e-18
657,1.46546975351047e-18
658,7.656325514120294e-19
659,3.9797198059266026e-19
660,2.058131786418126e-19
661,1.0589670336530409e-19
662,5.42101086242753e-20
663,2.761001809559581e-20
664,1.3990772082689105e-20
665,7.053509391705976e-21
666,3.5379964502266306e-21
667,1.7656235524204947e-21
668,8.766523689902966e-22
669,4.330572211333134e-22
670,2.1283925764092047e-22
671,1.0407508228312774e-22
672,5.063261608180521e-23
673,2.4507699573029493e-23
674,1.1802209118605682e-23
675,5.654739980257284e-24
676,2.6955696052028138e-24
677,1.2784302502325028e-24
678,6.032427384191553e-25
679,2.832016268669789e-25
680,1.322781040917384e-25
681,6.147078456676694e-26
682,2.8420919687373214e-26
683,1.3073626555472503e-26
684,5.983325091071604e-27
685,2.7244428439507954e-27
686,1.2342450079095274e-27
687,5.563058591753609e-28
688,2.4946778186525014e-28
689,1.1130223204249656e-28
690,4.940624624371271e-29
691,2.1819682165204793e-29
692,9.587459855184286e-30
693,4.1912857757058754e-30
694,1.822970182627796e-30
695,7.888609052210216e-31
696,3.3963299800147477e-31
697,1.4548154365551427e-31
698,6.200040110072373e-32
699,2.628873413793067e-32
700,1.1090048011085062e-32
